user_preferences;workout_plan;user_feedback
{'days': 6, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Push-Ups | Incline', 'Yoga exercise: Cow-cat', 'Shoulder Press, on Machine', 'Lateral Raises', 'Front lever pull-up', 'Isometric Wipers']}, {'day': 'Push Day 2', 'exercises': ['Shoulder Press, on Machine', 'Fly With Cable', 'Plate Pinch Hold', 'Butterfly Narrow Grip', 'Wall Handstand', 'Handstand Push Up']}, {'day': 'Push Day 3', 'exercises': ['Reverse Snow Angel', 'Fly With Dumbbells', 'Bent Over Rowing', 'Chest Press', 'walking bridge', 'Barbell Bench Press - NB']}, {'day': 'Abs Day', 'exercises': ['Planche dynamique', 'Leg Raises, Standing', 'Rotary Torso Machine', '2 Handed Kettlebell Swing', 'Toe Taps', 'Splinter Sit-ups']}, {'day': 'Cardio Day', 'exercises': ['Jump rope: basic jumps', 'Stationary Bike', 'Jogging', 'Run - Treadmill', 'Cycling cardio session', 'Run']}];{'satisfaction': 8, 'progress': 8, 'adherence': 7, 'effectiveness': 8}
{'days': 5, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['pull', 'push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Press de banca sentado', 'Trx Single Arm Bicep Curl', 'Triceps Overhead (Dumbbell)', 'Butterfly Reverse', 'Torso rotation strech', 'Dumbbell Front Raise']}, {'day': 'Push Day 2', 'exercises': ['Dips', 'Quadriped Arm and Leg Raise', 'Right neck stretch', 'Clean and Jerk OL', 'Trazioni orizzontali al trx', 'Bench Dips On Floor HD']}, {'day': 'Pull Day 1', 'exercises': ['Clean', 'Remo Gironda', 'Remo maquina agarre estrecho supino', 'scorpion kick', 'Seated W Curl', 'Long-Pulley, Narrow']}, {'day': 'Pull Day 2', 'exercises': ['SEATED CABLE MID TRAP SHRUG', 'Front Wood Chop', 'Superman', 'Long-Pulley, Narrow', 'Reverse Preacher Curl (Close Grip)', 'Reverse Curl']}, {'day': 'Abs Day', 'exercises': ['Scissors', 'Crunches HD', 'Leg Raises, Lying', 'Planche dynamique', 'Medicine ball twist', 'Side plank right']}, {'day': 'Cardio Day', 'exercises': ['Swimming 50m sprints', 'Run - Interval Training', 'Jump rope: basic jumps', 'Running', 'Jogging', 'Zone 2 Running']}];{'satisfaction': 8, 'progress': 6, 'adherence': 8, 'effectiveness': 8}
{'days': 3, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs', 'legs', 'pull', 'push']};[{'day': 'Push Day 1', 'exercises': ['Shoulder Press, on Multi Press', 'Shrugs, Barbells', 'Push-Ups | Parallettes', 'Plank-to-Elbow Extension', 'Handstand Pushup', 'Claps over the head']}, {'day': 'Pull Day 1', 'exercises': ['Kettlebell deadlifts', 'Row', 'Muscle up', 'Alternating Biceps Curls With Dumbbell', 'Front Pull narrow', 'Back neck stretch']}, {'day': 'Leg Day', 'exercises': ['Side split squats right', 'Extensión de gluteos en polea', 'Hip Thrust', 'Squat Jumps', 'Exercise Band Plantarflexion', 'Standing Calf Raise']}, {'day': 'Abs Day', 'exercises': ['Seated Knee Tuck', 'Medicine ball booklet crunch', 'Medicine ball twist', 'Sit-Ups (conventional)', 'Barbell Ab Rollout', 'TORSO TWIST']}, {'day': 'Cardio Day', 'exercises': ['Zone 2 Running', 'Stationary Bike', 'Swimming 50m sprints', 'High knees', '3D lunge warmup', 'Run - Interval Training']}];{'satisfaction': 2, 'progress': 2, 'adherence': 4, 'effectiveness': 4}
{'days': 4, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['abs']};[{'day': 'Abs Day', 'exercises': ['Incline Plank With Alternate Floor Touch', 'Standing Side Crunches', 'Side Dumbbell Trunk Flexion', 'Reverse Plank', 'Deadbug', 'Sit-Ups (elbow to knee)']}, {'day': 'Cardio Day', 'exercises': ['Cycling cardio session', 'Zone 2 Running', 'Jogging', 'Run', 'Run - Treadmill', 'Jump rope: basic jumps']}];{'satisfaction': 4, 'progress': 3, 'adherence': 4, 'effectiveness': 9}
{'days': 6, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs', 'abs', 'push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Hercules Pillars', 'Push Up', 'Overhead Press', 'Triceps Machine', 'Lateral-to-Front Raises', 'Clean and Jerk OL']}, {'day': 'Push Day 2', 'exercises': ['Tricep Pushdown on Cable', 'Triceps Extensions on Cable With Bar', 'Dumbbell Lateral Raise', 'Pendelay Rows', 'Cable Fly', 'Barbell Bench Press - NB']}, {'day': 'Push Day 3', 'exercises': ['Shrugs, Dumbbells', 'Cable Cross-over', 'Wall Pushup', 'Kettlebell Swing', 'Pull-ups', 'Triceps Machine']}, {'day': 'Pull Day 1', 'exercises': ['Hammercurls on Cable', 'Meadows Row', 'Jalón cerrado', 'Leverage Machine Iso Row', 'Remo Gironda', 'Left levator scapulae stretch']}, {'day': 'Pull Day 2', 'exercises': ['Curl de biceps con mancuernas sentado', 'Bicipiti con trx', 'Wide-grip Pulldown', 'Lat Pull DB', 'Deadlifts', 'Front Pull narrow']}, {'day': 'Pull Day 3', 'exercises': ['Lower Back Extensions', 'Remo Gironda', 'Biceps Curls With Barbell', 'Hip Raise, Lying', 'Back extensión', 'Front Pull narrow']}, {'day': 'Leg Day', 'exercises': ['Double Leg Calf Raise', 'Stiff-legged Deadlifts', 'Bodyweight lunge HD', 'Adduktorenmaschine', 'Seated Hip Adduction', 'Jumping Jacks']}, {'day': 'Abs Day', 'exercises': ['Bauchtrainer', 'Sit-Ups (conventional)', 'Dynamic side hold', '2 Handed Kettlebell Swing', 'Ball crunches', 'bicycle crunches']}];{'satisfaction': 9, 'progress': 8, 'adherence': 9, 'effectiveness': 9}
{'days': 3, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs']};[{'day': 'Abs Day', 'exercises': ['Abdominales sovieticas', 'Planche de cote dynamique', 'Flexión lateral', 'Reverse Plank', 'Side Bends on Machine', 'Crunches HD']}, {'day': 'Cardio Day', 'exercises': ['Jogging', 'High knees', 'Swimming 50m sprints', 'Run - Treadmill', 'Running', 'Stationary Bike']}];{'satisfaction': 3, 'progress': 0, 'adherence': 3, 'effectiveness': 2}
{'days': 4, 'split': 'push-pull', 'goals': 'general', 'cardio': False, 'muscles': ['push', 'pull', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Front Raises with Plates', 'High Pull', 'Wall Slides', 'Pin Bench Press BB', 'Machine chest fly', 'Kettlebell Swing']}, {'day': 'Push Day 2', 'exercises': ['Push Up', 'Plank-to-Elbow Extension', 'Decline Bench Press Barbell', 'Jerk OL', 'Plate Pinch Hold', 'Thruster']}, {'day': 'Pull Day 1', 'exercises': ['Reverse Bar Curl', 'Iperestensioni Lombari', 'Trazioni impugnatura inversa', 'Biceps Curls With Barbell', 'Curl de biceps con agarre prono', 'V-BAR PULL DOWNS']}, {'day': 'Pull Day 2', 'exercises': ['Blackroll', 'Overhand Cable Curl', 'Meadows Row', 'Curl de biceps con mancuernas sentado', 'Lat Pull DB', 'Front Pull narrow']}, {'day': 'Leg Day', 'exercises': ['Skipping - Standard', 'Squat box', 'Single Leg RDL', 'Barbell Hip Thrust', 'Alternate back lunges', 'Side Lying Hip Abduction']}];{'satisfaction': 1, 'progress': 4, 'adherence': 1, 'effectiveness': 8}
{'days': 5, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['push']};[{'day': 'Push Day 1', 'exercises': ['Seated Triceps Press', 'High Pull', 'Low Pulley Cable fFly', 'Pseudo Planche Push-up', 'Straight-arm Pull Down (bar Attachment)', 'Facepull']}, {'day': 'Push Day 2', 'exercises': ['Dumbbell Lateral Raise', 'Triceps Extensions on Cable With Bar', 'Leverage Machine Chest Press', 'PRESS HORIZONTAL', 'Triceps Dips (Assisted)', 'TRX Tricep Extension']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Run - Treadmill', 'Zone 2 Running', 'Jump rope: basic jumps', 'Swimming 50m sprints', 'Run']}];{'satisfaction': 7, 'progress': 7, 'adherence': 9, 'effectiveness': 7}
{'days': 4, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['push', 'abs', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Dumbbell Triceps Extension', 'commando pull-ups', 'Elliptical', 'Dumbbell Front Raise', 'Inverted Rows', 'Triceps stretch right']}, {'day': 'Push Day 2', 'exercises': ['Barbell Wrist Curl', 'Push Ups', 'Quadriped Arm and Leg Raise', 'Single Arm Plank to Row', 'Wall Pushup', 'Military Press mit SZ-Bar']}, {'day': 'Leg Day', 'exercises': ['Sitting Calf Stretch (Dorsiflexion)', 'Sumo Deadlifts (Barbell)', 'Curl femoral sentado', 'Leg Presses (narrow)', 'Leg Curls (sitting)', 'Hamstring Kicks']}, {'day': 'Abs Day', 'exercises': ['Ball crunches', 'Crunches HD', 'Flutter Kicks', 'Bird dog', 'Toe Taps', 'Reach ups']}];{'satisfaction': 2, 'progress': 5, 'adherence': 4, 'effectiveness': 9}
{'days': 5, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Skullcrusher Dumbbells', 'Push Ups', 'Dumbbell Front Raise', 'Front Plank', 'Wall Handstand', 'Lateral-to-Front Raises']}, {'day': 'Push Day 2', 'exercises': ['commando pull-ups', 'Dumbbell Front Raise', 'Quadriped Arm and Leg Raise', 'Front Plank', 'Machine chest fly', 'Vpushup']}, {'day': 'Pull Day 1', 'exercises': ['Curl with kettlebell two hands', 'JALON EN BANCO INCLINADO', 'Chin-ups', 'Shotgun Row', 'V-BAR PULL DOWNS', 'Curl de biceps con agarre prono']}, {'day': 'Pull Day 2', 'exercises': ['Cable Concentration Curl', 'Isometria trazioni impugnatura inversa', 'Rowing, Lying on Bench', 'Renegade Row', 'V-BAR PULL DOWNS', 'V-Bar Pulldown']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Jogging', 'Swimming 50m sprints', 'Run - Treadmill', 'Run - Interval Training', 'Stationary Bike']}];{'satisfaction': 8, 'progress': 7, 'adherence': 7, 'effectiveness': 10}
{'days': 4, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['push', 'abs', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Dumbbell Lateral Raise', 'Single Arm Plank to Row', 'Decline Pushups', 'Close-grip Press-ups', 'Australian pull-ups', 'Dumbbell Floor Press']}, {'day': 'Push Day 2', 'exercises': ['Wall Pushup', 'Machine chest fly', 'Cable Rear Delt Fly', 'Barbell Triceps Extension', 'Side to Side Push Ups', 'Side Plank']}, {'day': 'Leg Day', 'exercises': ['Step-ups', 'Sumo Deadlifts (Barbell)', 'Hamstring Chokes', 'Alternate back lunges', 'Weighted Step-ups', 'Leg Presses (narrow)']}, {'day': 'Abs Day', 'exercises': ['bicycle crunches', 'Side plank right', 'Crunches on Machine', 'Side Crunch', 'Flexión lateral', 'Crunches']}];{'satisfaction': 4, 'progress': 3, 'adherence': 5, 'effectiveness': 7}
{'days': 4, 'split': 'full-body', 'goals': 'general', 'cardio': True, 'muscles': ['pull', 'abs', 'push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Triceps Extensions on Cable', 'Shoulder Raise Side and Front DB', 'Pullover', 'Wall Pushup', 'Standing biceps stretch left', 'Cable Rear Delt Fly']}, {'day': 'Push Day 2', 'exercises': ['Reverse Wood Chops', 'Upper Back', 'Smith Machine Close-grip Bench Press', 'Dumbbell Lateral Raise', 'Bent Over Rowing', 'Triceps Dips (Assisted)']}, {'day': 'Pull Day 1', 'exercises': ['Seated Cable Row', 'Underhand Lat Pull Down', 'Deadlifts', 'TRX hammer curl - biceps', 'Curl with kettlebell two hands', 'Curl Araña']}, {'day': 'Pull Day 2', 'exercises': ['Seated W Curl', 'Clean', 'Seated Cable Row', 'Chin Up', 'Remo Gironda', 'Long-Pulley (low Row)']}, {'day': 'Leg Day', 'exercises': ['Barbell Hip Thrust', 'Squat Thrust', 'Front Squats', 'Single Leg RDL', 'Reverse Nordic Curl', 'Leg Presses (narrow)']}, {'day': 'Abs Day', 'exercises': ['Hollow Hold', 'Barbell Ab Rollout', 'Knee Raises', 'Abdominal Stabilization', 'Dumbbell Crunches', '2 Handed Kettlebell Swing']}, {'day': 'Cardio Day', 'exercises': ['Run - Interval Training', 'Run', 'Running', 'Zone 2 Running', '3D lunge warmup', 'Swimming 50m sprints']}];{'satisfaction': 1, 'progress': 5, 'adherence': 3, 'effectiveness': 9}
{'days': 6, 'split': 'upper-lower', 'goals': 'general', 'cardio': True, 'muscles': ['legs', 'pull', 'push']};[{'day': 'Push Day 1', 'exercises': ['Pull Ups on Machine', 'Left neck stretch', 'High Knee Skips HD', 'Trazioni orizzontali', 'Dumbbell Lateral Raise', 'High Pull']}, {'day': 'Push Day 2', 'exercises': ['Shoulder Press, on Multi Press', 'Frog stand', 'Triceps Pushdown', 'Push-Ups | Parallettes', 'Shrugs, Barbells', 'Push Up']}, {'day': 'Push Day 3', 'exercises': ['Cable Fly', 'Bear Walk', 'Front Plate Raise', 'Rear Delt Raise', 'Pin Bench Press BB', 'Triceps Dips (Assisted)']}, {'day': 'Pull Day 1', 'exercises': ['Row', 'Curl de biceps con agarre prono', 'Remo maquina abierto supino', 'Sit & Reach', 'Rowing with TRX band', 'Clean']}, {'day': 'Pull Day 2', 'exercises': ['Curl de biceps con agarre prono', 'Incline Chest-Supported Dumbbell Row', 'Reverse Grip Barbell Curls', 'Quadruped thoracic rotation right', 'YWTs', 'Alternating Biceps Curls With Dumbbell']}, {'day': 'Pull Day 3', 'exercises': ['Hyperextensions', 'Bent over row to external rotation', 'Dumbbell Incline Curl', 'Remo Gironda', 'REMO AL MENTON', 'Dumbbell drag curls']}, {'day': 'Leg Day', 'exercises': ['Exercise Band Dorsiflexion', 'Romanian deadlift, single leg', 'Curl femoral sentado', 'Romanian Deadlift', 'Standing Calf Raise', 'Good Morning']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Running', '3D lunge warmup', 'Cycling cardio session', 'High knees', 'Swimming 50m sprints']}];{'satisfaction': 8, 'progress': 7, 'adherence': 7, 'effectiveness': 9}
{'days': 6, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['abs', 'legs', 'push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Cable Fly', 'Shrugs on Multipress', 'Lateral-to-Front Raises', 'Incline Push up', 'Vpushup', 'Schoulder Raise (Dumbbell)']}, {'day': 'Push Day 2', 'exercises': ['Bent-over Lateral Raises', 'Fly With Cable', 'Yoga exercise: Cow-cat', 'Pin Bench Press BB', 'Dumbbell Shoulder Rotations', 'Incline OHP DB']}, {'day': 'Push Day 3', 'exercises': ['Reverse Wood Chops', 'Seated Triceps Press', 'Inverted Rows', 'Push-Ups', 'Cable Fly', 'Shrugs on Multipress']}, {'day': 'Pull Day 1', 'exercises': ['Curl de biceps con agarre prono', 'Band pull-aparts', 'Biceps Curls With Dumbbell', 'Incline Chest-Supported Dumbbell Row', 'Renegade Row', 'Forward shoulder rotation']}, {'day': 'Pull Day 2', 'exercises': ['Reverse Curl', 'Dumbbells on Scott Machine', 'Biceps Curls With SZ-bar', 'Curl de biceps con agarre prono', 'Russian Twist', 'Scorpion Kick']}, {'day': 'Pull Day 3', 'exercises': ['Iperestensioni Lombari', 'Arco femorale una gamba', 'Biceps Curls With SZ-bar', 'Remo Gironda', 'Scorpion Kick', 'Right levator scapulae stretch']}, {'day': 'Leg Day', 'exercises': ['Lateral Push Off', 'Elevación de talón sentados', 'Sumo Deadlifts (Barbell)', 'Kneeling kickbacks', 'Elevación de talón de pie', 'Dragon squat']}, {'day': 'Abs Day', 'exercises': ['Reach ups', 'Ball crunches', 'Hanging Leg Raises', 'L Hold', 'Abdominal Stabilization', 'Splinter Sit-ups']}];{'satisfaction': 8, 'progress': 7, 'adherence': 9, 'effectiveness': 8}
{'days': 4, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['pull', 'legs']};[{'day': 'Pull Day 1', 'exercises': ['Lower Back Extensions', 'Close-grip Lat Pull Down', 'Biceps Curls With Dumbbell', 'Dumbbell drag curls', 'Hammercurls', 'Bent over row to external rotation']}, {'day': 'Pull Day 2', 'exercises': ['Lat Pull Down (Leaning Back)', 'Ice Scream maker', 'Bicipiti con trx', 'Underhand Lat Pull Down', 'Remo maquina agarre estrecho supino', 'Clockwise neck circles']}, {'day': 'Leg Day', 'exercises': ['Legs Extensions', 'Exercise Band Dorsiflexion', 'Hamstring Chokes', 'Sumo Deadlifts (Barbell)', 'Good Morning', 'Barbell Lunges Standing']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Run - Interval Training', 'Jump rope: basic jumps', 'Stationary Bike', 'Zone 2 Running', 'Jogging']}];{'satisfaction': 1, 'progress': 1, 'adherence': 4, 'effectiveness': 9}
{'days': 5, 'split': 'push-pull', 'goals': 'general', 'cardio': False, 'muscles': ['legs', 'pull', 'abs']};[{'day': 'Pull Day 1', 'exercises': ['Back extensión', 'Roll Down', 'one-handed kettlebell curls', 'Clean', 'Standing Bicep Curl', 'Seated Cable Row']}, {'day': 'Pull Day 2', 'exercises': ['Roll Down', 'YWTs', 'Close-grip Lat Pull Down', 'Row', 'Dumbbell Row', 'Jalón abierto supino']}, {'day': 'Leg Day', 'exercises': ['Wall-sit', 'Leg Presses (wide)', 'Wall Squat', 'Lunges', 'Leg Curls (laying)', 'Leg raises pull up bar']}, {'day': 'Abs Day', 'exercises': ['Crunches With Cable', 'Side Crunch', 'Crunches With Legs Up', 'Side Bends on Machine', 'Abdominal Stabilization', 'Flutter Kicks']}];{'satisfaction': 8, 'progress': 7, 'adherence': 7, 'effectiveness': 8}
{'days': 3, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs', 'push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Push Ups', 'Reverse Grip Bench Press', 'Dumbbell Shoulder Rotations', 'Rowing, T-bar', 'Fly With Cable', 'Close-grip Press-ups']}, {'day': 'Pull Day 1', 'exercises': ['Lat Pull Down (Straight Back)', 'Superman', 'scorpion kick', 'Sit & Reach', 'Rowing, Seated', 'Quadruped thoracic rotation right']}, {'day': 'Abs Day', 'exercises': ['Kopfüber Gewichtaufheben', 'Flutter Kicks', 'Ball crunches', 'Abdominales sovieticas', 'Planche dynamique', 'TRX roll out']}, {'day': 'Cardio Day', 'exercises': ['3D lunge warmup', 'Running', 'Run - Interval Training', 'Run', 'Jogging', 'Run - Treadmill']}];{'satisfaction': 1, 'progress': 1, 'adherence': 2, 'effectiveness': 3}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['legs', 'abs', 'pull']};[{'day': 'Pull Day 1', 'exercises': ['Russian Twist', 'Wide-grip Pulldown', 'Dumbbell Incline Curl', 'Scorpion Kick', 'Ice Scream maker', 'Standing Bicep Curl']}, {'day': 'Pull Day 2', 'exercises': ['Biceps Curls With Barbell', 'Rowing, Lying on Bench', 'Renegade Row', 'Deficit Deadlift', 'Jalón cerrado supino', 'Front Lever']}, {'day': 'Leg Day', 'exercises': ['Adduktorenmaschine', 'Elephant Walks', 'Plank with Alternating Leg Lift', 'Single Leg Extension', 'Lateral Push Off', 'Leg raises pull up bar']}, {'day': 'Abs Day', 'exercises': ['Incline Plank With Alternate Floor Touch', 'TRX roll out', 'Sit-Ups (elbow to knee)', 'Medicine ball booklet crunch', 'Flexión lateral', 'Side Dumbbell Trunk Flexion']}];{'satisfaction': 9, 'progress': 9, 'adherence': 8, 'effectiveness': 9}
{'days': 3, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['pull']};[{'day': 'Pull Day 1', 'exercises': ['Wide-grip Pulldown', 'Head tilts', 'Iperestensioni Lombari', 'Alternating Biceps Curls With Dumbbell', 'Rack Deadlift', 'Helms Row']}];{'satisfaction': 5, 'progress': 1, 'adherence': 2, 'effectiveness': 4}
{'days': 6, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['pull', 'legs']};"[{'day': 'Pull Day 1', 'exercises': ['Meadows Row', 'Hyperextensions', ""Child's pose"", 'Seated W Curl', 'JALONES PECHO NEUTRO', 'Remo maquina agarre estrecho']}, {'day': 'Pull Day 2', 'exercises': ['Hyperextensions', 'Seated Cable Rows', 'Close-grip Lat Pull Down', 'Lat Pull Down (Leaning Back)', 'Left levator scapulae stretch', 'Front Lever']}, {'day': 'Pull Day 3', 'exercises': ['Roll Down', 'Biceps concentrado martillo (maquina)', 'Dumbbell drag curls', 'Blackroll', 'T-Bar row', 'PULL OVER POLEA ALTA']}, {'day': 'Leg Day', 'exercises': ['Kettlebell Swings', 'Nordic Curl', 'Bodyweight lunge HD', 'Squat Thrust', 'Squat box', 'Hamstring Chokes']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Cycling cardio session', 'Swimming 50m sprints', 'Jogging', 'Run - Interval Training', 'Zone 2 Running']}]";{'satisfaction': 7, 'progress': 7, 'adherence': 7, 'effectiveness': 10}
{'days': 4, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['abs', 'legs', 'push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Fly With Dumbbells', 'Back bridge', 'Incline OHP DB', 'Pull Ups on Machine', 'Push Up', 'Rowing, T-bar']}, {'day': 'Push Day 2', 'exercises': ['Trx Single Arm Bicep Curl', 'Wall Handstand', 'Shoulder Press (Dumbbell)', 'Tricep Pushdown on Cable', 'Military Press mit SZ-Bar', 'Kettlebell Swing']}, {'day': 'Pull Day 1', 'exercises': ['Sit & Reach', 'Rowing, Seated', 'Helms Row', 'Skydiver with arms in T-position', 'Chin Up', 'Row']}, {'day': 'Pull Day 2', 'exercises': ['Rack Deadlift', 'Trunk Rotation With Cable', 'Back neck stretch', 'Back extensión', 'Dumbbell Concentration Curl', 'Alternating Biceps Curls With Dumbbell']}, {'day': 'Leg Day', 'exercises': ['Hamstring Chokes', 'Side Slides + Squats', 'Wall-sit', 'Single Leg RDL', 'Split squats left', 'Dragon squat']}, {'day': 'Abs Day', 'exercises': ['Plate twist', 'Scissors', 'Sit-ups', 'Toe Taps', 'Planche de cote dynamique', 'Rotary Torso Machine']}, {'day': 'Cardio Day', 'exercises': ['Swimming 50m sprints', 'Running', 'Cycling cardio session', 'Run', 'Run - Interval Training', 'Run - Treadmill']}];{'satisfaction': 5, 'progress': 1, 'adherence': 2, 'effectiveness': 9}
{'days': 6, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Decline Bench Press Dumbbell', 'Isometric Wipers', 'PRESS HORIZONTAL', 'Chest Press', 'Front lever tuck', 'Straight-arm Pull Down (rope Attachment)']}, {'day': 'Push Day 2', 'exercises': ['Dumbbell Floor Press', 'Snach', 'Facepull', 'Arnold Shoulder Press', 'Torso rotation strech', 'Military Press mit SZ-Bar']}, {'day': 'Push Day 3', 'exercises': ['Reverse Snow Angel', 'Butterfly Narrow Grip', 'Push Ups', 'Pull-ups', 'walking bridge', 'Plate Pinch Hold']}, {'day': 'Leg Day', 'exercises': ['Standing Pancake', 'Wall Squat', 'Standing Calf Raises', 'Braced Squat', 'Leg Extension', 'Jumping Jacks']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Run - Treadmill', 'Zone 2 Running', 'Swimming 50m sprints', 'High knees', 'Jump rope: basic jumps']}];{'satisfaction': 9, 'progress': 7, 'adherence': 8, 'effectiveness': 8}
{'days': 4, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['legs', 'pull', 'abs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Push Up', 'Front Plate Raise', 'Cable Rear Delt Fly', 'Hercules Pillars', 'Handstand Pushup', 'Cable Fly']}, {'day': 'Push Day 2', 'exercises': ['Fly With Cable', 'Wall Pushup', 'Smith Machine Close-grip Bench Press', 'Cable External Rotation', 'Reverse Snow Angel', 'Incline Dumbbell Press']}, {'day': 'Pull Day 1', 'exercises': ['one-handed kettlebell curls', 'Reverse EZ Bar Cable Curls', 'Jalón cerrado', 'YWTs', 'Seated Cable Row', 'Remo maquina abierto supino']}, {'day': 'Pull Day 2', 'exercises': ['YWTs', 'Head tilts', 'V-BAR PULL DOWNS', 'Cable Concentration Curl', 'Prone Scapular Retraction - Arms at Side', 'Skydiver with arms in T-position']}, {'day': 'Leg Day', 'exercises': ['Calf raises, one legged', 'Wall-sit', 'Crossbody Leg Swings', 'Jumping Jacks', 'Leg Presses (wide)', 'Leg Press on Hackenschmidt Machine']}, {'day': 'Abs Day', 'exercises': ['Crunches With Legs Up', 'Deadbug', 'Knee Raises', 'Flexión lateral', 'Leg Raises, Standing', 'Flutter Kicks']}];{'satisfaction': 1, 'progress': 1, 'adherence': 5, 'effectiveness': 8}
{'days': 3, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['abs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Ring Dips', 'Dumbbell Floor Press', 'commando pull-ups', 'Press de banca sentado', 'Dumbbell Lateral Raise', 'Right neck stretch']}, {'day': 'Abs Day', 'exercises': ['Kopfüber Gewichtaufheben', 'Incline Plank With Alternate Floor Touch', 'Standing Side Crunches', 'Dynamic side hold', 'Deadbug', 'Leg Raises, Standing']}];{'satisfaction': 3, 'progress': 4, 'adherence': 3, 'effectiveness': 1}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'legs']};[{'day': 'Leg Day', 'exercises': ['Calf Raise with machine (seated)', 'Toe Touch', 'Jumping Jack HD', 'Squats on Multipress', 'Extensión de gluteo en  máquina', 'Double Kettlebell Front Squat']}, {'day': 'Abs Day', 'exercises': ['Leg Raises, Lying', 'Standing Side Crunches', 'Crunches', 'Hanging Leg Raises', 'Side Dumbbell Trunk Flexion', 'Barbell Ab Rollout']}];{'satisfaction': 7, 'progress': 9, 'adherence': 8, 'effectiveness': 9}
{'days': 3, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['legs', 'pull', 'abs']};[{'day': 'Pull Day 1', 'exercises': ['Forward shoulder rotation', 'Incline Dumbbell Row', 'Chin Up', 'Backward shoulder rotation', 'Bicipiti con trx', 'Straight Bar Cable Curls']}, {'day': 'Leg Day', 'exercises': ['Jumping Jacks', 'Stiff', 'Recumbent Bike', 'Legs Adductors', 'Pin Squat', 'Double Leg Calf Raise']}, {'day': 'Abs Day', 'exercises': ['Leg Raises, Lying', 'Barbell Ab Rollout', 'Rotary Torso Machine', 'Side Bends on Machine', 'Abdominales sovieticas', 'Dumbbell Crunches']}, {'day': 'Cardio Day', 'exercises': ['High knees', 'Cycling cardio session', 'Zone 2 Running', '3D lunge warmup', 'Jogging', 'Stationary Bike']}];{'satisfaction': 5, 'progress': 5, 'adherence': 1, 'effectiveness': 3}
{'days': 3, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Standing Calf Raises', 'Skipping - Standard', 'Bodyweight lunge HD', 'Calf raises, left leg', 'Dumbbell Split Squat', 'Plank with Alternating Leg Lift']}];{'satisfaction': 3, 'progress': 1, 'adherence': 2, 'effectiveness': 5}
